date,close_last_nvidia,close_last_sp500,close_last_apple,close_last_amd
2019-10-16,$4.8553,2989.69,$58.5925,$30.81
2019-10-15,$4.9093,2995.68,$58.83,$30.72
2019-10-14,$4.6633,2966.15,$58.9675,$30.53
2019-10-11,$4.6498,2970.27,$59.0525,$29.75
2019-10-10,$4.5758,2938.13,$57.5225,$28.38
2019-10-09,$4.5178,2919.40,$56.7575,$28.46
2019-10-08,$4.4307,2893.06,$56.10,$28.23
2019-10-07,$4.6083,2938.79,$56.765,$28.93
2019-10-04,$4.5492,2952.01,$56.7525,$29.01
2019-10-03,$4.5328,2910.63,$55.205,$28.68
2019-10-02,$4.326,2887.61,$54.74,$28.31
2019-10-01,$4.35,2940.25,$56.1475,$28.76
2019-09-30,$4.3518,2976.74,$55.9925,$28.99
2019-09-27,$4.294,2961.79,$54.705,$28.72
2019-09-26,$4.4335,2977.62,$54.9725,$29.47
2019-09-25,$4.4558,2984.87,$55.2575,$29.54
2019-09-24,$4.3133,2966.60,$54.42,$29.52
2019-09-23,$4.371,2991.78,$54.68,$30.64
2019-09-20,$4.3173,2992.07,$54.4325,$30.05
2019-09-19,$4.4235,3006.79,$55.24,$30.29
2019-09-18,$4.4995,3006.73,$55.6925,$30.42
2019-09-17,$4.5267,3005.70,$55.175,$30.99
2019-09-16,$4.5053,2997.96,$54.975,$30.83
2019-09-13,$4.5485,3007.39,$54.6875,$30.69
2019-09-12,$4.6068,3009.57,$55.7713,$30.21
2019-09-11,$4.6083,3000.93,$55.8975,$29.76
2019-09-10,$4.5795,2979.39,$54.175,$30.23
2019-09-09,$4.5125,2978.43,$53.5425,$30.50
2019-09-06,$4.4663,2978.71,$53.315,$30.56
2019-09-05,$4.4935,2976.00,$53.32,$31.50
2019-09-04,$4.219,2937.78,$52.2975,$30.95
2019-09-03,$4.1042,2906.27,$51.425,$30.90
2019-08-30,$4.1878,2926.46,$52.185,$31.45
2019-08-29,$4.175,2924.58,$52.2525,$31.45
2019-08-28,$4.0305,2887.94,$51.3825,$30.78
2019-08-27,$4.045,2869.16,$51.04,$30.20
2019-08-26,$4.1362,2878.38,$51.6225,$30.28
2019-08-23,$4.061,2847.11,$50.66,$29.54
2019-08-22,$4.287,2922.95,$53.115,$31.90
2019-08-21,$4.2808,2924.43,$53.16,$31.70
2019-08-20,$4.1968,2900.51,$52.59,$30.72
2019-08-19,$4.2695,2923.65,$52.5875,$31.48
2019-08-16,$3.989,2888.68,$51.625,$31.18
2019-08-15,$3.7193,2847.60,$50.435,$29.67
2019-08-14,$3.7517,2840.60,$50.6875,$30.24
2019-08-13,$3.9013,2926.32,$52.2425,$32.11
2019-08-12,$3.7862,2883.09,$50.12,$32.43
2019-08-09,$3.8545,2918.65,$50.2475,$34.19
2019-08-08,$3.9565,2938.09,$50.8575,$33.92
2019-08-07,$3.8472,2883.98,$49.76,$29.19
2019-08-06,$3.8087,2881.77,$49.25,$28.86
2019-08-05,$3.7698,2844.74,$48.335,$27.99
2019-08-02,$4.0297,2932.05,$51.005,$29.44
2019-08-01,$4.123,2953.56,$52.1075,$29.86
2019-07-31,$4.218,2980.38,$53.26,$30.45
2019-07-30,$4.3862,3013.18,$52.195,$33.87
2019-07-29,$4.3705,3020.97,$52.42,$33.48
2019-07-26,$4.3768,3025.86,$51.935,$34.02
2019-07-25,$4.3345,3003.67,$51.755,$33.67
2019-07-24,$4.4665,3019.56,$52.1675,$34.11
2019-07-23,$4.3915,3005.47,$52.21,$33.49
2019-07-22,$4.283,2985.03,$51.805,$32.85
2019-07-19,$4.211,2976.61,$50.6475,$32.51
2019-07-18,$4.2545,2995.11,$51.415,$33.00
2019-07-17,$4.2428,2984.42,$50.8375,$33.60
2019-07-16,$4.177,3004.04,$51.125,$33.85
2019-07-15,$4.1818,3014.30,$51.3025,$34.39
2019-07-12,$4.1903,3013.77,$50.825,$33.21
2019-07-11,$4.157,2999.91,$50.4375,$33.06
2019-07-10,$4.0015,2993.07,$50.8075,$33.79
2019-07-09,$3.9328,2979.63,$50.31,$33.15
2019-07-08,$3.9303,2975.95,$50.005,$32.04
2019-07-05,$4.0057,2990.41,$51.0575,$31.50
2019-07-03,$4.0688,2995.82,$51.1025,$31.19
2019-07-02,$4.0557,2973.01,$50.6825,$31.24
2019-07-01,$4.1543,2964.33,$50.3875,$31.20
2019-06-28,$4.1057,2941.76,$49.48,$30.37
2019-06-27,$4.0808,2924.92,$49.935,$30.74
2019-06-26,$3.9815,2913.78,$49.95,$29.92
2019-06-25,$3.787,2917.38,$48.8925,$28.86
2019-06-24,$3.8165,2945.35,$49.645,$29.26
2019-06-21,$3.794,2950.46,$49.695,$29.10
2019-06-20,$3.8525,2954.18,$49.865,$30.01
2019-06-19,$3.828,2926.46,$49.4675,$30.50
2019-06-18,$3.822,2917.75,$49.6125,$30.45
2019-06-17,$3.6258,2889.67,$48.4725,$29.20
2019-06-14,$3.616,2886.98,$48.185,$30.36
2019-06-13,$3.7065,2891.64,$48.5375,$31.39
2019-06-12,$3.655,2879.84,$48.5475,$32.18
2019-06-11,$3.7688,2885.72,$48.7025,$32.41
2019-06-10,$3.7108,2886.73,$48.145,$33.23
2019-06-07,$3.6375,2873.34,$47.5375,$32.41
2019-06-06,$3.5945,2843.49,$46.305,$31.82
2019-06-05,$3.532,2826.15,$45.635,$29.50
2019-06-04,$3.575,2803.27,$44.91,$29.57
2019-06-03,$3.3445,2744.45,$43.325,$27.58
2019-05-31,$3.3865,2752.06,$43.7675,$27.41
2019-05-30,$3.4778,2788.86,$44.575,$28.03
2019-05-29,$3.5085,2783.02,$44.345,$28.09
2019-05-28,$3.5833,2802.39,$44.5575,$29.03
2019-05-24,$3.6288,2826.06,$44.7425,$26.44
2019-05-23,$3.683,2822.24,$44.915,$26.36
2019-05-22,$3.805,2856.27,$45.695,$27.41
2019-05-21,$3.8765,2864.36,$46.65,$27.35
2019-05-20,$3.7938,2840.23,$45.7725,$26.68
2019-05-17,$3.9133,2859.53,$47.25,$27.50
2019-05-16,$4.0048,2876.32,$47.52,$28.01
2019-05-15,$3.9895,2850.96,$47.73,$27.58
2019-05-14,$4.051,2834.41,$47.165,$27.32
2019-05-13,$3.9612,2811.87,$46.43,$26.24
2019-05-10,$4.2205,2881.40,$49.295,$27.96
2019-05-09,$4.2548,2870.72,$50.18,$27.21
2019-05-08,$4.348,2879.42,$50.725,$27.09
2019-05-07,$4.3278,2884.05,$50.715,$26.66
2019-05-06,$4.4962,2932.47,$52.12,$27.42
2019-05-03,$4.5752,2945.64,$52.9375,$28.22
2019-05-02,$4.5797,2917.52,$52.2875,$28.29
2019-05-01,$4.5118,2923.73,$52.63,$26.81
2019-04-30,$4.525,2945.83,$50.1675,$27.63
2019-04-29,$4.4833,2943.03,$51.1525,$27.69
2019-04-26,$4.4523,2939.88,$51.075,$27.88
2019-04-25,$4.6727,2926.17,$51.32,$27.66
2019-04-24,$4.7793,2927.25,$51.79,$28.46
2019-04-23,$4.7668,2933.68,$51.87,$27.97
2019-04-22,$4.7118,2907.97,$51.1325,$28.18
2019-04-18,$4.6575,2905.03,$50.965,$27.68
2019-04-17,$4.6822,2900.45,$50.7825,$27.49
2019-04-16,$4.7053,2907.06,$49.8125,$27.93
2019-04-15,$4.6175,2905.58,$49.8075,$27.33
2019-04-12,$4.7503,2907.41,$49.7175,$27.85
2019-04-11,$4.7885,2888.32,$49.7375,$27.79
2019-04-10,$4.8025,2888.21,$50.155,$27.83
2019-04-09,$4.7315,2878.20,$49.875,$27.24
2019-04-08,$4.7947,2895.77,$50.025,$28.53
2019-04-05,$4.7737,2892.74,$49.25,$28.98
2019-04-04,$4.7065,2879.39,$48.9225,$29.09
2019-04-03,$4.7155,2873.40,$48.8375,$29.02
2019-04-02,$4.575,2867.24,$48.505,$26.75
2019-04-01,$4.557,2867.19,$47.81,$26.36
2019-03-29,$4.489,2834.40,$47.4875,$25.52
2019-03-28,$4.4313,2815.44,$47.18,$25.06
2019-03-27,$4.4125,2805.37,$47.1175,$24.89
2019-03-26,$4.4218,2818.46,$46.6975,$25.69
2019-03-25,$4.3445,2798.36,$47.185,$25.97
2019-03-22,$4.4375,2800.71,$47.7625,$26.37
2019-03-21,$4.5985,2854.88,$48.7725,$27.89
2019-03-20,$4.36,2824.23,$47.04,$25.70
2019-03-19,$4.3928,2832.57,$46.6325,$26.00
2019-03-18,$4.2237,2832.94,$47.005,$23.25
2019-03-15,$4.2453,2822.48,$46.53,$23.29
2019-03-14,$4.139,2808.48,$45.9325,$22.82
2019-03-13,$4.2155,2810.92,$45.4275,$23.38
2019-03-12,$4.063,2791.52,$45.2275,$23.49
2019-03-11,$4.0285,2783.30,$44.725,$22.96
2019-03-08,$3.766,2743.07,$43.2275,$22.01
2019-03-07,$3.7315,2748.93,$43.125,$22.08
2019-03-06,$3.8013,2771.45,$43.63,$22.41
2019-03-05,$3.913,2789.65,$43.8825,$23.50
2019-03-04,$3.9195,2792.81,$43.9625,$23.37
2019-03-01,$3.9112,2803.69,$43.7425,$23.68
2019-02-28,$3.8565,2784.49,$43.2875,$23.53
2019-02-27,$3.8853,2792.38,$43.7175,$23.48
2019-02-26,$3.9275,2793.90,$43.5825,$24.21
2019-02-25,$3.9672,2796.11,$43.5575,$24.71
2019-02-22,$3.9798,2792.67,$43.2425,$24.36
2019-02-21,$3.8943,2774.88,$42.765,$23.92
2019-02-20,$3.9638,2784.70,$43.0075,$23.95
2019-02-19,$3.916,2779.76,$42.7325,$23.95
2019-02-15,$3.9335,2775.60,$42.605,$23.68
2019-02-14,$3.8633,2745.73,$42.70,$23.13
2019-02-13,$3.822,2753.03,$42.545,$22.85
2019-02-12,$3.7792,2744.73,$42.7225,$22.82
2019-02-11,$3.6612,2709.80,$42.3575,$22.96
2019-02-08,$3.7043,2707.88,$42.6025,$23.05
2019-02-07,$3.6855,2706.05,$42.735,$22.67
2019-02-06,$3.825,2731.61,$43.56,$23.26
2019-02-05,$3.7487,2737.70,$43.545,$23.31
2019-02-04,$3.7295,2724.87,$42.8125,$24.13
2019-02-01,$3.6182,2706.53,$41.63,$24.51
2019-01-31,$3.5938,2704.10,$41.61,$24.41
2019-01-30,$3.4347,2681.05,$41.3125,$23.09
2019-01-29,$3.29,2640.00,$38.67,$19.25
2019-01-28,$3.4503,2643.85,$39.075,$20.18
2019-01-25,$4.0038,2664.76,$39.44,$21.93
2019-01-24,$3.946,2642.33,$38.175,$20.85
2019-01-23,$3.7323,2638.70,$38.48,$19.80
2019-01-22,$3.7193,2632.90,$38.325,$19.76
2019-01-18,$3.9233,2670.71,$39.205,$20.77
2019-01-17,$3.793,2635.96,$38.965,$20.25
2019-01-16,$3.721,2616.10,$38.735,$19.73
2019-01-15,$3.7468,2610.30,$38.2675,$20.38
2019-01-14,$3.761,2582.61,$37.50,$20.23
2019-01-11,$3.7208,2596.26,$38.0725,$20.27
2019-01-10,$3.6307,2596.64,$38.45,$19.74
2019-01-09,$3.5645,2584.96,$38.3275,$20.19
2019-01-08,$3.4958,2574.41,$37.6875,$20.75
2019-01-07,$3.585,2549.69,$36.9825,$20.57
2019-01-04,$3.4047,2531.94,$37.065,$19.00
2019-01-03,$3.1997,2447.89,$35.5475,$17.05
2019-01-02,$3.4055,2510.03,$39.48,$18.83
2018-12-31,$3.3375,2506.85,$39.435,$18.46
2018-12-28,$3.3413,2485.74,$39.0575,$17.82
2018-12-27,$3.2792,2488.83,$39.0375,$17.49
2018-12-26,$3.3275,2467.70,$39.2925,$17.90
2018-12-24,$3.177,2351.10,$36.7075,$16.65
2018-12-21,$3.2393,2416.62,$37.6825,$16.93
2018-12-20,$3.3775,2467.42,$39.2075,$17.94
2018-12-19,$3.4627,2506.96,$40.2225,$18.16
2018-12-18,$3.6735,2546.16,$41.5175,$19.50
2018-12-17,$3.5895,2545.94,$40.985,$18.83
2018-12-14,$3.6612,2599.95,$41.37,$19.90
2018-12-13,$3.7222,2650.54,$42.7375,$19.86
2018-12-12,$3.7225,2651.07,$42.275,$20.48
2018-12-11,$3.7048,2636.78,$42.1575,$19.98
2018-12-10,$3.7965,2637.72,$42.40,$19.99
2018-12-07,$3.6903,2633.08,$42.1225,$19.46
2018-12-06,$3.9573,2695.95,$43.68,$21.30
2018-12-04,$3.9278,2700.06,$44.1725,$21.12
2018-12-03,$4.251,2790.37,$46.205,$23.71
2018-11-30,$4.0858,2760.17,$44.645,$21.30
2018-11-29,$3.934,2737.76,$44.8875,$21.43
2018-11-28,$4.0018,2743.79,$45.235,$21.34
2018-11-27,$3.8432,2682.17,$43.56,$21.05
2018-11-26,$3.8263,2673.45,$43.655,$20.08
2018-11-23,$3.625,2632.56,$43.0725,$19.38
2018-11-21,$3.6178,2649.93,$44.195,$18.73
2018-11-20,$3.727,2641.89,$44.245,$19.21
2018-11-19,$3.6175,2690.73,$46.465,$19.11
2018-11-16,$4.1108,2736.27,$48.3825,$20.66
2018-11-15,$5.0598,2730.20,$47.8525,$21.49
2018-11-14,$4.9298,2701.58,$46.70,$20.81
2018-11-13,$4.9828,2722.18,$48.0575,$19.61
2018-11-12,$4.7385,2726.22,$48.5425,$19.03
2018-11-09,$5.1418,2781.01,$51.1175,$21.03
2018-11-08,$5.1498,2806.83,$52.1225,$21.20
2018-11-07,$5.3448,2813.89,$52.4875,$21.84
2018-11-06,$5.2765,2755.45,$50.9425,$20.68
2018-11-05,$5.2943,2738.31,$50.3975,$19.90
2018-11-02,$5.373,2723.06,$51.87,$20.23
2018-11-01,$5.4528,2740.37,$55.555,$20.22
2018-10-31,$5.2708,2711.74,$54.715,$18.21
2018-10-30,$5.075,2682.63,$53.325,$17.20
2018-10-29,$4.6405,2641.25,$53.06,$16.85
2018-10-26,$4.9573,2658.69,$54.075,$17.63
2018-10-25,$5.196,2705.57,$54.95,$19.27
2018-10-24,$4.9853,2656.10,$53.7725,$22.79
2018-10-23,$5.5265,2740.69,$55.6825,$25.09
2018-10-22,$5.7805,2755.88,$55.1625,$25.03
2018-10-19,$5.7293,2767.78,$54.8275,$23.66
2018-10-18,$5.9883,2768.78,$54.005,$26.62
2018-10-17,$6.0765,2809.21,$55.2975,$27.30
2018-10-16,$6.1458,2809.92,$55.5375,$28.18
2018-10-15,$5.8845,2750.79,$54.34,$26.26
2018-10-12,$6.1635,2767.13,$55.5275,$26.34
2018-10-11,$5.8783,2728.37,$53.6125,$25.30
2018-10-10,$6.1423,2785.68,$54.09,$25.00
2018-10-09,$6.6385,2880.34,$56.7175,$27.24
2018-10-08,$6.6442,2884.43,$55.9425,$26.46
2018-10-05,$6.7465,2885.57,$56.0725,$27.35
2018-10-04,$6.9823,2901.61,$56.9975,$27.78
2018-10-03,$7.1683,2925.51,$58.0175,$28.43
2018-10-02,$7.162,2923.43,$57.32,$29.02
2018-10-01,$7.234,2924.59,$56.815,$31.42
2018-09-28,$7.0255,2913.98,$56.435,$30.89
2018-09-27,$6.685,2914.00,$56.2375,$32.59
2018-09-26,$6.673,2905.97,$55.105,$32.19
2018-09-25,$6.7103,2915.56,$55.5475,$32.57
2018-09-24,$6.6425,2919.37,$55.1975,$32.61
2018-09-21,$6.5862,2929.67,$54.415,$31.02
2018-09-20,$6.657,2930.75,$55.0075,$31.18
2018-09-19,$6.7995,2907.95,$54.5925,$31.21
2018-09-18,$6.7755,2904.31,$54.56,$31.93
2018-09-17,$6.8483,2888.80,$54.47,$32.43
2018-09-14,$6.9108,2904.98,$55.96,$32.72
2018-09-13,$6.7835,2904.18,$56.6025,$30.48
2018-09-12,$6.705,2888.92,$55.2675,$32.21
2018-09-11,$6.82,2887.89,$55.9625,$30.10
2018-09-10,$6.8683,2877.13,$54.5825,$29.89
2018-09-07,$6.7965,2871.68,$55.325,$27.38
2018-09-06,$6.818,2878.05,$55.775,$27.84
2018-09-05,$6.9605,2888.60,$56.7175,$28.51
2018-09-04,$7.0925,2896.72,$57.09,$28.06
2018-08-31,$7.017,2901.52,$56.9075,$25.17
2018-08-30,$6.9453,2901.13,$56.2575,$24.89
2018-08-29,$6.9623,2914.04,$55.745,$25.20
2018-08-28,$6.8595,2897.52,$54.925,$25.05
2018-08-27,$6.8975,2896.74,$54.485,$25.26
2018-08-24,$6.8055,2874.69,$54.04,$23.98
2018-08-23,$6.671,2856.98,$53.8725,$22.29
2018-08-22,$6.5705,2861.82,$53.7625,$20.90
2018-08-21,$6.333,2862.96,$53.76,$20.40
2018-08-20,$6.196,2857.05,$53.865,$19.98
2018-08-17,$6.1205,2850.13,$54.395,$19.77
2018-08-16,$6.436,2840.69,$53.33,$19.33
2018-08-15,$6.477,2818.37,$52.56,$19.70
2018-08-14,$6.5358,2839.96,$52.4375,$20.02
2018-08-13,$6.403,2821.93,$52.2175,$19.73
2018-08-10,$6.3697,2833.28,$51.8825,$19.06
2018-08-09,$6.4115,2853.58,$52.22,$19.10
2018-08-08,$6.4605,2857.70,$51.8125,$19.58
2018-08-07,$6.4238,2858.45,$51.7775,$19.56
2018-08-06,$6.3508,2850.40,$52.2675,$19.43
2018-08-03,$6.3025,2840.35,$51.9975,$18.49
2018-08-02,$6.2655,2827.22,$51.8475,$18.79
2018-08-01,$6.1618,2813.36,$50.375,$18.48
2018-07-31,$6.1215,2816.29,$47.5725,$18.33
2018-07-30,$6.1033,2802.60,$47.4775,$19.42
2018-07-27,$6.3005,2818.82,$47.745,$18.94
2018-07-26,$6.371,2837.44,$48.5525,$18.35
2018-07-25,$6.2968,2846.07,$48.705,$16.05
2018-07-24,$6.2178,2820.40,$48.25,$16.19
2018-07-23,$6.2353,2806.98,$47.9025,$16.66
2018-07-20,$6.2722,2801.83,$47.86,$16.50
2018-07-19,$6.3008,2804.49,$47.97,$16.71
2018-07-18,$6.2925,2815.62,$47.60,$16.85
2018-07-17,$6.3422,2809.55,$47.8625,$16.87
2018-07-16,$6.205,2798.43,$47.7275,$16.58
2018-07-13,$6.233,2801.31,$47.8325,$16.27
2018-07-12,$6.2808,2798.29,$47.7575,$16.56
2018-07-11,$6.1883,2774.02,$46.97,$16.27
2018-07-10,$6.3313,2793.84,$47.5875,$16.55
2018-07-09,$6.2313,2784.17,$47.645,$16.61
2018-07-06,$6.1833,2759.82,$46.9925,$16.36
2018-07-05,$6.0682,2736.61,$46.35,$15.50
2018-07-03,$5.921,2713.22,$45.98,$15.00
2018-07-02,$6.056,2726.71,$46.795,$15.16
2018-06-29,$5.9225,2718.37,$46.2775,$14.99
2018-06-28,$6.0215,2716.31,$46.375,$15.31
2018-06-27,$5.893,2699.63,$46.04,$14.97
2018-06-26,$6.0498,2723.06,$46.1075,$15.50
2018-06-25,$5.978,2717.07,$45.5425,$15.11
2018-06-22,$6.2737,2754.88,$46.23,$15.80
2018-06-21,$6.4278,2749.76,$46.365,$15.65
2018-06-20,$6.5578,2767.32,$46.625,$16.52
2018-06-19,$6.5043,2762.59,$46.4225,$16.69
2018-06-18,$6.6273,2773.75,$47.185,$17.11
2018-06-15,$6.6315,2779.66,$47.21,$16.34
2018-06-14,$6.6728,2782.49,$47.70,$16.25
2018-06-13,$6.56,2775.63,$47.675,$16.32
2018-06-12,$6.5645,2786.85,$48.07,$15.85
2018-06-11,$6.5155,2782.00,$47.8075,$15.73
2018-06-08,$6.557,2779.03,$47.925,$15.25
2018-06-07,$6.5725,2770.37,$48.365,$14.89
2018-06-06,$6.6288,2772.35,$48.495,$15.67
2018-06-05,$6.6268,2748.80,$48.3275,$14.85
2018-06-04,$6.6213,2746.87,$47.9575,$14.85
2018-06-01,$6.4405,2734.62,$47.56,$14.40
2018-05-31,$6.3048,2705.27,$46.7175,$13.73
2018-05-30,$6.3248,2724.01,$46.875,$13.82
2018-05-29,$6.2148,2689.86,$46.975,$13.36
2018-05-25,$6.232,2721.33,$47.145,$13.54
2018-05-24,$6.1923,2727.76,$47.0375,$13.41
2018-05-23,$6.1885,2733.29,$47.09,$13.10
2018-05-22,$6.0675,2724.44,$46.79,$12.98
2018-05-21,$6.106,2733.01,$46.9075,$12.99
2018-05-18,$6.1485,2712.97,$46.5775,$13.00
2018-05-17,$6.1928,2720.13,$46.7475,$12.82
2018-05-16,$6.1502,2722.46,$47.045,$12.82
2018-05-15,$6.139,2711.45,$46.61,$12.45
2018-05-14,$6.384,2730.13,$47.0375,$12.23
2018-05-11,$6.3633,2727.72,$47.1475,$11.95
2018-05-10,$6.5033,2723.07,$47.51,$12.13
2018-05-09,$6.3945,2697.79,$46.84,$11.95
2018-05-08,$6.26,2671.92,$46.5125,$11.61
2018-05-07,$6.217,2672.63,$46.29,$11.59
2018-05-04,$5.9765,2663.42,$45.9575,$11.28
2018-05-03,$5.8248,2629.73,$44.2225,$10.93
2018-05-02,$5.6578,2635.67,$44.1425,$10.97
2018-05-01,$5.6785,2654.80,$42.275,$11.13
2018-04-30,$5.6225,2648.05,$41.315,$10.88
2018-04-27,$5.6583,2669.91,$40.58,$11.11
2018-04-26,$5.6305,2666.94,$41.055,$11.04
2018-04-25,$5.4165,2639.40,$40.9125,$9.71
2018-04-24,$5.53,2634.56,$40.735,$10.09
2018-04-23,$5.597,2670.29,$41.31,$10.04
2018-04-20,$5.7178,2670.14,$41.43,$9.99
2018-04-19,$5.726,2693.13,$43.20,$10.11
2018-04-18,$5.9093,2708.64,$44.46,$10.36
2018-04-17,$5.9385,2706.39,$44.56,$10.52
2018-04-16,$5.7873,2677.84,$43.955,$10.09
2018-04-13,$5.7875,2656.30,$43.6825,$9.93
2018-04-12,$5.865,2663.99,$43.535,$10.08
2018-04-11,$5.656,2642.19,$43.11,$9.82
2018-04-10,$5.6978,2656.87,$43.3125,$9.98
2018-04-09,$5.3853,2613.16,$42.5125,$9.53
2018-04-06,$5.3563,2604.47,$42.095,$9.61
2018-04-05,$5.5345,2662.84,$43.20,$10.02
2018-04-04,$5.656,2644.69,$42.9025,$9.77
2018-04-03,$5.6338,2614.45,$42.0975,$9.55
2018-04-02,$5.5263,2581.88,$41.67,$9.53
2018-03-29,$5.7898,2640.87,$41.945,$10.05
2018-03-28,$5.5338,2605.00,$41.62,$9.81
2018-03-27,$5.638,2612.62,$42.085,$10.00
2018-03-26,$6.112,2658.55,$43.1925,$10.44
2018-03-23,$5.8243,2588.26,$41.235,$10.63
2018-03-22,$6.0463,2643.69,$42.2125,$10.91
2018-03-21,$6.214,2711.93,$42.8175,$11.26
2018-03-20,$6.2395,2716.94,$43.81,$11.11
2018-03-19,$6.025,2712.92,$43.825,$11.43
2018-03-16,$6.262,2752.01,$44.505,$11.47
2018-03-15,$6.2335,2747.33,$44.6625,$11.46
2018-03-14,$6.2185,2749.48,$44.61,$11.36
2018-03-13,$6.1928,2765.31,$44.9925,$11.64
2018-03-12,$6.244,2783.02,$45.43,$11.52
2018-03-09,$6.1333,2786.57,$44.995,$11.70
2018-03-08,$6.0295,2738.97,$44.235,$11.97
2018-03-07,$6.046,2726.80,$43.7575,$12.24
2018-03-06,$6.054,2728.12,$44.1675,$11.76
2018-03-05,$5.8913,2720.94,$44.205,$11.91
2018-03-02,$5.9135,2691.25,$44.0525,$11.81
2018-03-01,$5.8053,2677.67,$43.75,$11.90
2018-02-28,$6.05,2713.83,$44.53,$12.11
2018-02-27,$6.1515,2744.28,$44.5975,$12.53
2018-02-26,$6.1645,2779.60,$44.7425,$12.42
2018-02-23,$6.1483,2747.30,$43.875,$12.07
2018-02-22,$6.0538,2703.96,$43.125,$11.84
2018-02-21,$6.0378,2701.33,$42.7675,$11.72
2018-02-20,$6.227,2716.26,$42.9625,$12.02
2018-02-16,$6.096,2732.22,$43.1075,$11.82
2018-02-15,$6.1625,2731.20,$43.2475,$12.19
2018-02-14,$6.0355,2698.63,$41.8425,$12.20
2018-02-13,$5.8158,2662.94,$41.085,$11.78
2018-02-12,$5.7008,2656.00,$40.6775,$11.68
2018-02-09,$5.802,2619.55,$39.1025,$11.31
2018-02-08,$5.438,2581.00,$38.7875,$11.22
2018-02-07,$5.72,2681.66,$39.885,$11.60
2018-02-06,$5.6395,2695.14,$40.7575,$11.65
2018-02-05,$5.3425,2648.94,$39.1225,$11.57
2018-02-02,$5.838,2762.13,$40.125,$12.45
2018-02-01,$6.0125,2821.98,$41.945,$13.25
2018-01-31,$6.145,2823.81,$41.8575,$13.74
2018-01-30,$6.068,2822.43,$41.7425,$12.87
2018-01-29,$6.1713,2853.53,$41.99,$13.32
2018-01-26,$6.0833,2872.87,$42.8775,$12.95
2018-01-25,$5.9088,2839.25,$42.7775,$12.41
2018-01-24,$5.895,2837.54,$43.555,$12.71
2018-01-23,$5.9728,2839.13,$44.26,$12.94
2018-01-22,$5.8422,2832.97,$44.25,$12.65
2018-01-19,$5.7528,2810.30,$44.615,$12.59
2018-01-18,$5.611,2798.03,$44.815,$12.47
2018-01-17,$5.618,2802.56,$44.775,$12.18
2018-01-16,$5.5028,2776.42,$44.0475,$11.91
2018-01-12,$5.5745,2786.24,$44.2725,$12.02
2018-01-11,$5.602,2767.56,$43.82,$12.14
2018-01-10,$5.592,2748.23,$43.5725,$11.96
2018-01-09,$5.5485,2751.29,$43.5825,$11.82
2018-01-08,$5.55,2747.71,$43.5875,$12.28
2018-01-05,$5.385,2743.15,$43.75,$11.88
2018-01-04,$5.3398,2723.99,$43.2575,$12.12
2018-01-03,$5.3118,2713.06,$43.0575,$11.55
2018-01-02,$4.9838,2695.81,$43.065,$10.98
2017-12-29,$4.8375,2673.61,$42.3075,$10.28
2017-12-28,$4.935,2687.54,$42.77,$10.55
2017-12-27,$4.9292,2682.62,$42.65,$10.53
2017-12-26,$4.936,2680.50,$42.6425,$10.46
2017-12-22,$4.8818,2683.34,$43.7525,$10.54
2017-12-21,$4.8972,2684.57,$43.7525,$10.89
2017-12-20,$4.92,2679.25,$43.5875,$10.98
2017-12-19,$4.9028,2681.47,$43.635,$10.95
2017-12-18,$4.9475,2690.16,$44.105,$10.98
2017-12-15,$4.789,2675.81,$43.4925,$10.29
2017-12-14,$4.6618,2652.01,$43.055,$10.13
2017-12-13,$4.6545,2662.85,$43.0675,$10.11
2017-12-12,$4.771,2664.11,$42.925,$9.90
2017-12-11,$4.8665,2659.99,$43.1675,$10.16
2017-12-08,$4.7873,2651.50,$42.3425,$9.94
2017-12-07,$4.7998,2636.98,$42.33,$10.04
2017-12-06,$4.7315,2629.27,$42.2525,$10.00
2017-12-05,$4.6935,2629.57,$42.41,$9.91
2017-12-04,$4.6665,2639.44,$42.45,$10.03
2017-12-01,$4.942,2642.22,$42.7625,$10.73
2017-11-30,$5.0178,2647.58,$42.9625,$10.89
2017-11-29,$4.9105,2626.07,$42.37,$10.83
2017-11-28,$5.2678,2627.04,$43.2675,$11.17
2017-11-27,$5.3535,2601.42,$43.5225,$11.55
2017-11-24,$5.424,2602.42,$43.7425,$11.38
2017-11-22,$5.3733,2597.08,$43.74,$11.37
2017-11-21,$5.4013,2599.03,$43.285,$11.40
2017-11-20,$5.352,2582.14,$42.495,$11.34
2017-11-17,$5.284,2578.85,$42.5375,$11.38
2017-11-16,$5.2903,2585.64,$42.775,$11.25
2017-11-15,$5.2495,2564.62,$42.27,$11.07
2017-11-14,$5.3545,2578.87,$42.835,$11.12
2017-11-13,$5.3158,2584.84,$43.4925,$11.09
2017-11-10,$5.4035,2582.30,$43.6675,$11.26
2017-11-09,$5.133,2584.62,$43.97,$11.12
2017-11-08,$5.229,2594.38,$44.06,$11.71
2017-11-07,$5.3008,2590.64,$43.7025,$12.05
2017-11-06,$5.2408,2591.13,$43.5625,$11.93
2017-11-03,$5.2172,2587.84,$43.125,$11.12
2017-11-02,$5.1485,2579.85,$42.0275,$10.85
2017-11-01,$5.18,2579.36,$41.7225,$10.80
2017-10-31,$5.1703,2575.26,$42.26,$10.985
2017-10-30,$5.096,2572.83,$41.68,$10.89
